service_id,start_date,end_date,monday,tuesday,wednesday,thursday,friday,saturday,sunday
2_merged_59489,20140921,20150920,0,0,0,0,0,1,0
2_merged_59485,20130922,20140920,0,0,0,0,0,1,0
1_merged_59487,20140921,20150920,1,1,1,1,1,0,0
1_merged_59483,20130922,20140920,1,1,1,1,1,0,0
3_merged_59488,20140921,20150920,0,0,0,0,0,0,1
401_merged_59486,20130922,20140920,0,0,0,0,0,0,0
3_merged_59484,20130922,20140920,0,0,0,0,0,0,1
401_merged_59490,20140921,20150920,0,0,0,0,0,0,0
