fare_id,route_id,origin_id,destination_id,contains_id
0,1,,,
0,10,,,
0,14,,,
0,14S,,,
0,15,,,
0,18,,,
0,190,,,
0,190S,,,
0,232,,,
0,24,,,
0,26,,,
0,27,,,
0,29,,,
0,3,,,
0,331,,,
0,45,,,
0,47,,,
0,48,,,
0,49,,,
0,5,,,
0,50,,,
0,512,,,
0,525,,,
0,533,,,
0,540,,,
0,6,,,
0,7,,,
0,71X,,,
0,72X,,,
0,75,,,
0,80X,,,
0,9,,,
0,97,,,
0,98,,,
