stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
5301,2978,NB BENNETT DR AT MCLEOD RD,,48.783447,-122.51857,1,,,,,0
5302,2979,SB BENNETT DR AT MCLEOD RD,,48.783337,-122.51875,1,,,,,0
5303,2980,SB BENNETT DR AT CHERRYWOOD AVE,,48.780743,-122.52013,1,,,,,0
5304,2982,EB COTTONWOOD AVE AT 3100 BLOCK,,48.776802,-122.51255,1,,,,,0
5305,2983,EB COTTONWOOD AVE AT PINEWOOD AVE,,48.776821,-122.50704,1,,,,,0
5306,2161,EB POTTER ST AT FRANKLIN ST,,48.746822,-122.47057,1,,,,,0
5308,3128,WB LAKEWAY DR AT HUMBOLDT ST,,48.745098,-122.46812,1,,,,,0
5309,3129,WB LAKEWAY DR AT FRANKLIN ST,,48.745129,-122.46955,1,,,,,0
5310,2123,EB LAKEWAY DR AT JAMES ST,,48.744881,-122.46449,1,,,,,0
5312,2413,NB SAMISH WAY AT LINCOLN ST,,48.73098,-122.46854,1,,,,,0
5313,2531,SB ELLIS ST AT E HOLLY ST,,48.74408,-122.47198,1,,,,,0
5314,3218,SB ELM ST AT JEFFERSON ST,,48.762779,-122.48848,1,,,,,0
5315,3217,SB NORTHWEST AVE AT W CONNECTICUT S,,48.766121,-122.48958,1,,,,,0
5318,3214,SB NORTHWEST AVE AT LYNN ST,,48.772099,-122.49442,1,,,,,0
5321,2162,SB NORTHWEST AVE AT 3400 BLOCK,,48.777699,-122.49883,1,,,,,0
5322,3212,SB NORTHWEST AVE AT MCLEOD RD,,48.781712,-122.50182,1,,,,,0
5323,3211,SB NORTHWEST DR AT STERLING DR,,48.785667,-122.50476,1,,,,,0
5325,9960,NB NORTHWEST DR AT ALDRICH RD,,48.790962,-122.50852,1,,,,,0
5327,2225,NB BELLIS FAIR PKWY AT TARGET,,48.785412,-122.49427,1,,,,,0
5328,2330,EB WESTERLY RD AT MERIDIAN ST,,48.791908,-122.48742,1,,,,,0
5330,2262,NB CORDATA PKWY AT 4400 BLOCK,,48.801792,-122.4957,1,,,,,0
5331,1305,NB CORDATA PKWY AT W HORTON RD,,48.804798,-122.49559,1,,,,,0
5333,1310,SB CORDATA PKWY AT EL DORADO WAY,,48.808144,-122.49796,1,,,,,0
5335,3226,SB CORDATA PKWY AT W HORTON RD,,48.80484,-122.49602,1,,,,,0
5336,3227,SB CORDATA PKWY AT 4400 BLOCK,,48.801559,-122.49614,1,,,,,0
5340,3089,SB CORDATA PKWY AT WESTERLY RD,,48.791412,-122.49156,1,,,,,0
5342,2271,NB NORTHWEST DR AT STERLING DR,,48.785934,-122.50473,1,,,,,0
5343,2085,NB NORTHWEST AVE AT MCLEOD RD,,48.78157,-122.50145,1,,,,,0
5345,2172,SB NORTHWEST AVE AT ALDERWOOD AVE,,48.779179,-122.49992,1,,,,,0
5346,3210,NB NORTHWEST AVE AT 3400 BLOCK,,48.777935,-122.49876,1,,,,,0
5348,3151,WB BIRCHWOOD AVE AT MERIDIAN ST,,48.777233,-122.48492,1,,,,,0
5349,2040,WB BIRCHWOOD AVE AT ORCHARD PL,,48.777184,-122.47949,1,,,,,0
5350,3053,WB BIRCHWOOD AVE AT SQUALICUM PKWY,,48.777157,-122.47664,1,,,,,0
5351,9369,EB BIRCHWOOD AVE AT SQUALICUM PKWY,,48.777054,-122.47682,1,,,,,0
5352,3046,EB BIRCHWOOD AVE AT ORCHARD PL,,48.777081,-122.47932,1,,,,,0
5353,3045,EB BIRCHWOOD AVE AT MERIDIAN ST,,48.777084,-122.4843,1,,,,,0
5354,2266,NB NORTHWEST AVE AT LYNN ST,,48.771198,-122.49345,1,,,,,0
5356,2263,NB NORTHWEST AVE AT CONNECTICUT ST,,48.7658,-122.48908,1,,,,,0
5357,3209,NB ELM ST AT JEFFERSON ST,,48.763401,-122.48826,1,,,,,0
5358,3207,NB ELM ST AT BROADWAY,,48.760342,-122.48828,1,,,,,0
5359,3206,NB DUPONT ST AT C ST,,48.756054,-122.48251,1,,,,,0
5361,3204,NB PROSPECT ST AT FLORA ST,,48.753223,-122.48093,1,,,,,0
5362,3060,EB W CHAMPION ST AT PROSPECT ST,,48.751846,-122.48067,1,,,,,0
5364,3221,SB PROSPECT ST AT CENTRAL AVE,,48.754128,-122.48113,1,,,,,0
5365,3224,SB DUPONT ST AT D ST,,48.755947,-122.48265,1,,,,,0
5366,3220,SB DUPONT ST AT H ST,,48.758068,-122.48591,1,,,,,0
5367,3223,SB DUPONT ST AT J ST,,48.759396,-122.48795,1,,,,,0
5368,3219,SB ELM ST AT BROADWAY,,48.760433,-122.48849,1,,,,,0
5369,3059,SB W HOLLY ST AT CENTRAL AVE,,48.752617,-122.48369,1,,,,,0
5370,3058,SB W HOLLY ST AT D ST,,48.75433,-122.48627,1,,,,,0
5371,3057,SB W HOLLY ST AT H ST,,48.756065,-122.48896,1,,,,,0
5373,3160,SB ELDRIDGE AVE AT VICTOR ST,,48.758835,-122.4954,1,,,,,0
5374,3159,SB ELDRIDGE AVE AT LYNN ST,,48.759514,-122.49772,1,,,,,0
5375,3158,SB ELDRIDGE AVE AT WEST ST,,48.760021,-122.49943,1,,,,,0
