block_id,route_id,direction_id,trip_headsign,shape_id,service_id,trip_id,trip_short_name
b_3671,1424,1,BLAINE/BIRCH BAY,3694,2_merged_65271,65097,
b_3672,1424,0,CORDATA/WCC,3691,2_merged_65271,65096,
a_3408,1348,1,DOWNTOWN,3494,2_merged_65267,61518,
b_3668,1424,1,BLAINE/BIRCH BAY,3697,1_merged_65268,65094,
b_3668,1424,1,BLAINE/BIRCH BAY,3697,1_merged_65268,65093,
b_3670,1424,1,BLAINE/BIRCH BAY,3695,1_merged_65268,65092,
b_3670,1424,1,BLAINE/BIRCH BAY,3694,1_merged_65268,65091,
b_3670,1424,1,BLAINE/BIRCH BAY,3696,1_merged_65268,65090,
a_3408,1348,1,DOWNTOWN,3494,2_merged_65267,61512,
a_3408,1348,1,DOWNTOWN,3494,2_merged_65267,61513,
a_3408,1348,1,DOWNTOWN,3494,2_merged_65267,61510,
a_3408,1348,1,DOWNTOWN,3494,2_merged_65267,61511,
a_3408,1348,1,DOWNTOWN,3494,2_merged_65267,61516,
a_3408,1348,1,DOWNTOWN,3494,2_merged_65267,61517,
a_3408,1348,1,DOWNTOWN,3494,2_merged_65267,61514,
a_3408,1348,1,DOWNTOWN,3494,2_merged_65267,61515,
b_3604,1407,0,CORDATA/WCC,3649,1_merged_65268,64032,
b_3602,1407,0,CORDATA/WCC,3649,1_merged_65268,64033,
b_3590,1402,0,CORDATA/WCC,3638,2_merged_65271,63750,
b_3591,1402,0,CORDATA/WCC,3638,2_merged_65271,63751,
b_3573,1395,1,SAMISH/DOWNTOWN,3625,2_merged_65271,63480,
b_3673,1425,0,BLAINE,3698,1_merged_65268,65099,
b_3672,1424,1,BLAINE/BIRCH BAY,3694,2_merged_65271,65098,
b_3622,1412,0,MAPLEWOOD/CORDATA,3662,1_merged_65268,64354,
b_3626,1415,1,DOWNTOWN,3669,1_merged_65268,64708,
b_3627,1415,1,DOWNTOWN,3669,1_merged_65268,64709,
b_3654,1419,0,DOWNTOWN,3676,2_merged_65271,64878,
b_3655,1419,0,DOWNTOWN,3676,2_merged_65271,64879,
b_3626,1415,1,DOWNTOWN,3669,1_merged_65268,64700,
b_3627,1415,1,DOWNTOWN,3669,1_merged_65268,64701,
b_3626,1415,1,DOWNTOWN,3669,1_merged_65268,64702,
b_3627,1415,1,DOWNTOWN,3669,1_merged_65268,64703,
b_3626,1415,1,DOWNTOWN,3669,1_merged_65268,64704,
b_3627,1415,1,DOWNTOWN,3669,1_merged_65268,64705,
b_3626,1415,1,DOWNTOWN,3669,1_merged_65268,64706,
b_3627,1415,1,DOWNTOWN,3669,1_merged_65268,64707,
b_3588,1402,0,CORDATA/WCC,3637,2_merged_65271,63738,
b_3589,1402,0,CORDATA/WCC,3637,2_merged_65271,63739,
b_3587,1408,1,CORDATA,3652,1_merged_65268,64204,
b_3586,1402,1,DOWNTOWN,3640,1_merged_65268,63730,
b_3585,1402,1,DOWNTOWN,3639,1_merged_65268,63731,
b_3568,1402,1,DOWNTOWN,3640,1_merged_65268,63732,
b_3587,1402,1,DOWNTOWN,3639,1_merged_65268,63733,
b_3596,1402,1,DOWNTOWN,3639,1_merged_65268,63734,
b_3596,1402,1,DOWNTOWN,3639,1_merged_65268,63735,
b_3596,1402,1,DOWNTOWN,3639,1_merged_65268,63736,
b_3589,1402,0,CORDATA/WCC,3637,2_merged_65271,63737,
a_3529,1360,0,CORDATA/WCC,3517,1_merged_65264,61998,
a_3539,1360,0,CORDATA/WCC,3517,1_merged_65264,61999,
a_3540,1360,0,CORDATA/WCC,3517,1_merged_65264,61996,
a_3525,1360,0,CORDATA/WCC,3517,1_merged_65264,61997,
a_3539,1360,0,CORDATA/WCC,3517,1_merged_65264,61994,
a_3526,1360,0,CORDATA/WCC,3517,1_merged_65264,61995,
a_3539,1360,0,CORDATA/WCC,3517,1_merged_65264,61992,
a_3539,1360,0,CORDATA/WCC,3517,1_merged_65264,61993,
a_3539,1360,0,CORDATA/WCC,3517,1_merged_65264,61990,
a_3539,1360,0,CORDATA/WCC,3517,1_merged_65264,61991,
b_3600,1405,0,WWU/LINCOLN,3645,3_merged_65270,63932,
b_3600,1405,0,WWU/LINCOLN,3645,3_merged_65270,63933,
b_3626,1415,1,DOWNTOWN,3669,1_merged_65268,64676,
b_3626,1415,1,DOWNTOWN,3669,1_merged_65268,64677,
b_3600,1405,0,WWU/LINCOLN,3645,3_merged_65270,63936,
b_3600,1405,0,WWU/LINCOLN,3645,3_merged_65270,63937,
b_3600,1405,0,WWU/LINCOLN,3645,3_merged_65270,63934,
b_3600,1405,0,WWU/LINCOLN,3645,3_merged_65270,63935,
b_3616,1413,0,CORDATA/WCC,3664,3_merged_65270,64533,
b_3600,1405,0,WWU/LINCOLN,3645,3_merged_65270,63938,
b_3600,1405,1,LINCOLN/DOWNTOWN,3646,3_merged_65270,63939,
b_3626,1415,1,DOWNTOWN,3669,1_merged_65268,64678,
b_3627,1415,1,DOWNTOWN,3669,1_merged_65268,64679,
a_3466,1375,0,LAKEWAY ONLY,3553,3_merged_65266,63024,
a_3466,1375,0,LAKEWAY ONLY,3553,3_merged_65266,63025,
a_3466,1375,1,DOWNTOWN,3555,3_merged_65266,63026,
a_3466,1375,1,DOWNTOWN,3555,3_merged_65266,63027,
a_3466,1375,0,LAKEWAY ONLY,3553,3_merged_65266,63020,
a_3466,1375,0,LAKEWAY ONLY,3553,3_merged_65266,63021,
a_3466,1375,0,LAKEWAY ONLY,3553,3_merged_65266,63022,
a_3466,1375,0,LAKEWAY ONLY,3553,3_merged_65266,63023,
a_3446,1366,1,DOWNTOWN,3534,2_merged_65267,62517,
a_3447,1366,1,DOWNTOWN,3534,2_merged_65267,62516,
a_3446,1366,1,DOWNTOWN,3534,2_merged_65267,62515,
a_3446,1366,1,DOWNTOWN,3534,2_merged_65267,62514,
a_3446,1366,1,DOWNTOWN,3534,2_merged_65267,62513,
a_3466,1375,1,DOWNTOWN,3555,3_merged_65266,63029,
a_3446,1366,1,DOWNTOWN,3534,2_merged_65267,62511,
a_3449,1366,0,CORDATA/WCC,3533,2_merged_65267,62510,
b_3607,1407,1,DOWNTOWN,3650,1_merged_65268,64058,
b_3606,1407,1,DOWNTOWN,3650,1_merged_65268,64059,
b_3607,1407,1,DOWNTOWN,3650,1_merged_65268,64054,
b_3606,1407,1,DOWNTOWN,3650,1_merged_65268,64055,
b_3608,1407,1,DOWNTOWN,3650,1_merged_65268,64056,
b_3596,1407,1,DOWNTOWN,3650,1_merged_65268,64057,
b_3607,1407,1,DOWNTOWN,3650,1_merged_65268,64050,
b_3606,1407,1,DOWNTOWN,3650,1_merged_65268,64051,
b_3608,1407,1,DOWNTOWN,3650,1_merged_65268,64052,
b_3596,1407,1,DOWNTOWN,3650,1_merged_65268,64053,
b_3663,1421,0,SUDDEN VALLEY,3680,1_merged_65268,64920,
b_3661,1420,1,DOWNTOWN,3679,2_merged_65271,64906,
b_3661,1420,1,DOWNTOWN,3679,2_merged_65271,64907,
b_3662,1420,0,GOOSEBERRY PT,3678,2_merged_65271,64904,
b_3662,1420,0,GOOSEBERRY PT,3678,2_merged_65271,64905,
b_3661,1420,0,GOOSEBERRY PT,3678,2_merged_65271,64902,
b_3662,1420,0,GOOSEBERRY PT,3678,2_merged_65271,64903,
b_3661,1420,0,GOOSEBERRY PT,3678,2_merged_65271,64900,
b_3661,1420,0,GOOSEBERRY PT,3678,2_merged_65271,64901,
b_3604,1413,1,DOWNTOWN,3665,1_merged_65268,64458,
b_3602,1413,1,DOWNTOWN,3665,1_merged_65268,64459,
b_3661,1420,1,DOWNTOWN,3679,2_merged_65271,64908,
b_3662,1420,1,DOWNTOWN,3679,2_merged_65271,64909,
b_3569,1403,0,LINCOLN CREEK,3641,1_merged_65268,63815,
b_3626,1415,1,DOWNTOWN,3669,1_merged_65268,64722,
b_3581,1403,0,LINCOLN CREEK,3641,1_merged_65268,63814,
b_3584,1399,0,FAIRHAVEN,3631,1_merged_65268,63545,
a_3479,1379,0,E/N/S,3574,1_merged_65264,63110,
a_3476,1379,0,E/N/S,3573,1_merged_65264,63111,
a_3477,1379,0,E/N/S,3573,1_merged_65264,63112,
a_3478,1379,0,E/N/S,3573,1_merged_65264,63113,
a_3479,1379,1,CORDATA/WCC,3575,1_merged_65264,63114,
a_3458,1379,1,BELLINGHAM,3576,1_merged_65264,63115,
a_3476,1379,1,CORDATA/WCC,3575,1_merged_65264,63116,
a_3477,1379,1,CORDATA/WCC,3575,1_merged_65264,63117,
a_3478,1379,1,CORDATA/WCC,3575,1_merged_65264,63118,
a_3482,1379,0,E/N/S,3572,2_merged_65267,63119,
a_3539,1366,1,DOWNTOWN,3534,1_merged_65264,62461,
a_3525,1366,1,DOWNTOWN,3534,1_merged_65264,62460,
a_3540,1366,1,DOWNTOWN,3534,1_merged_65264,62467,
a_3526,1366,1,DOWNTOWN,3534,1_merged_65264,62466,
a_3539,1366,1,DOWNTOWN,3534,1_merged_65264,62465,
a_3525,1366,1,DOWNTOWN,3534,1_merged_65264,62464,
b_3626,1415,1,DOWNTOWN,3669,1_merged_65268,64723,
b_3570,1403,0,LINCOLN CREEK,3641,1_merged_65268,63813,
b_3580,1403,0,LINCOLN CREEK,3641,1_merged_65268,63812,
b_3589,1399,0,FAIRHAVEN,3631,2_merged_65271,63594,
a_3521,1369,0,YEW ST AM,3539,1_merged_65264,62816,
b_3589,1399,0,FAIRHAVEN,3631,2_merged_65271,63596,
b_3588,1399,0,FAIRHAVEN,3631,2_merged_65271,63597,
b_3587,1399,1,DOWNTOWN,3632,1_merged_65268,63590,
b_3587,1399,1,DOWNTOWN,3632,1_merged_65268,63591,
a_3483,1372,0,DOWNTOWN,3545,1_merged_65264,62869,
a_3522,1369,0,YEW ST AM,3539,1_merged_65264,62817,
a_3481,1371,1,BAKERVIEW SPUR,3544,2_merged_65267,62867,
a_3480,1371,1,BAKERVIEW SPUR,3544,2_merged_65267,62866,
a_3481,1371,0,CORDATA/WCC,3543,2_merged_65267,62865,
a_3480,1371,0,CORDATA/WCC,3543,2_merged_65267,62864,
a_3478,1371,1,BAKERVIEW SPUR,3544,1_merged_65264,62863,
a_3477,1371,1,BAKERVIEW SPUR,3544,1_merged_65264,62862,
a_3476,1371,1,BAKERVIEW SPUR,3544,1_merged_65264,62861,
a_3479,1371,1,BAKERVIEW SPUR,3544,1_merged_65264,62860,
a_3464,1368,0,FAIRHAVEN,3537,1_merged_65264,62647,
a_3463,1368,0,FAIRHAVEN,3537,1_merged_65264,62646,
a_3464,1368,0,FAIRHAVEN,3537,1_merged_65264,62645,
a_3463,1368,0,FAIRHAVEN,3537,1_merged_65264,62644,
a_3464,1368,0,FAIRHAVEN,3537,1_merged_65264,62643,
a_3463,1368,0,FAIRHAVEN,3537,1_merged_65264,62642,
a_3464,1368,0,FAIRHAVEN,3537,1_merged_65264,62641,
a_3463,1368,0,FAIRHAVEN,3537,1_merged_65264,62640,
a_3466,1368,1,DOWNTOWN,3538,3_merged_65266,62812,
a_3464,1368,0,FAIRHAVEN,3537,1_merged_65264,62649,
a_3463,1368,0,FAIRHAVEN,3537,1_merged_65264,62648,
a_3494,1373,0,GOOSEBERRY PT,3547,1_merged_65264,62885,
a_3493,1372,1,BAKERVIEW SPUR,3546,2_merged_65267,62884,
a_3495,1373,0,GOOSEBERRY PT,3547,1_merged_65264,62887,
a_3495,1373,0,GOOSEBERRY PT,3547,1_merged_65264,62886,
a_3492,1372,0,DOWNTOWN,3545,2_merged_65267,62881,
a_3491,1372,0,DOWNTOWN,3545,2_merged_65267,62880,
a_3492,1372,1,BAKERVIEW SPUR,3546,2_merged_65267,62883,
a_3490,1372,1,BAKERVIEW SPUR,3546,2_merged_65267,62882,
a_3466,1368,1,DOWNTOWN,3538,3_merged_65266,62811,
a_3495,1373,0,GOOSEBERRY PT,3547,1_merged_65264,62889,
a_3495,1373,0,GOOSEBERRY PT,3547,1_merged_65264,62888,
b_3626,1415,1,DOWNTOWN,3669,1_merged_65268,64721,
b_3570,1403,1,DOWNTOWN,3642,1_merged_65268,63836,
a_3519,1385,1,LINCOLN CREEK,3594,2301_merged_65265,63208,
a_3519,1385,1,LINCOLN CREEK,3594,2301_merged_65265,63209,
b_3598,1408,0,CORDATA,3651,3_merged_65270,64248,
a_3519,1385,1,LINCOLN CREEK,3594,2301_merged_65265,63204,
a_3519,1385,1,LINCOLN CREEK,3594,2301_merged_65265,63205,
a_3519,1385,1,LINCOLN CREEK,3594,2301_merged_65265,63206,
a_3519,1385,1,LINCOLN CREEK,3594,2301_merged_65265,63207,
a_3519,1385,1,LINCOLN CREEK,3594,2301_merged_65265,63200,
a_3519,1385,1,LINCOLN CREEK,3594,2301_merged_65265,63201,
a_3519,1385,1,LINCOLN CREEK,3594,2301_merged_65265,63202,
a_3519,1385,1,LINCOLN CREEK,3594,2301_merged_65265,63203,
b_3591,1411,0,FERNDALE,3660,2_merged_65271,64322,
b_3581,1415,1,DOWNTOWN,3669,1_merged_65268,64726,
b_3592,1411,0,FERNDALE,3660,2_merged_65271,64323,
b_3571,1392,0,FAIRHAVEN,3615,2_merged_65271,63362,
b_3620,1410,0,LYNDEN,3656,2_merged_65271,64286,
b_3598,1408,0,CORDATA,3651,3_merged_65270,64241,
a_3434,1360,1,DOWNTOWN,3518,1_merged_65264,62089,
a_3538,1360,1,DOWNTOWN,3518,1_merged_65264,62088,
b_3598,1408,0,CORDATA,3651,3_merged_65270,64240,
a_3434,1360,1,DOWNTOWN,3518,1_merged_65264,62085,
a_3538,1360,1,DOWNTOWN,3518,1_merged_65264,62084,
a_3537,1360,1,DOWNTOWN,3518,1_merged_65264,62087,
a_3444,1360,1,DOWNTOWN,3518,1_merged_65264,62086,
a_3434,1360,1,DOWNTOWN,3518,1_merged_65264,62081,
a_3538,1360,1,DOWNTOWN,3518,1_merged_65264,62080,
a_3537,1360,1,DOWNTOWN,3518,1_merged_65264,62083,
a_3444,1360,1,DOWNTOWN,3518,1_merged_65264,62082,
a_3436,1361,0,CORDATA,3519,3_merged_65266,62243,
a_3436,1361,0,CORDATA,3519,3_merged_65266,62242,
a_3436,1361,0,CORDATA,3519,3_merged_65266,62241,
a_3436,1361,0,CORDATA,3519,3_merged_65266,62240,
a_3436,1361,0,CORDATA,3519,3_merged_65266,62247,
a_3436,1361,0,CORDATA,3519,3_merged_65266,62246,
a_3436,1361,0,CORDATA,3519,3_merged_65266,62245,
a_3436,1361,0,CORDATA,3519,3_merged_65266,62244,
b_3598,1408,0,CORDATA,3651,3_merged_65270,64245,
a_3436,1361,0,CORDATA,3519,3_merged_65266,62249,
a_3436,1361,0,CORDATA,3519,3_merged_65266,62248,
b_3608,1413,0,CORDATA/WCC,3664,1_merged_65268,64423,
b_3598,1408,0,CORDATA,3651,3_merged_65270,64244,
b_3621,1412,1,HOSPTIAL/DOWNTOWN,3663,1_merged_65268,64359,
b_3587,1402,0,CORDATA/WCC,3637,1_merged_65268,63700,
b_3579,1395,1,SAMISH/DOWNTOWN,3625,1_merged_65268,63462,
b_3626,1415,1,DOWNTOWN,3669,1_merged_65268,64724,
b_3592,1411,0,FERNDALE,3660,2_merged_65271,64329,
b_3621,1412,1,HOSPTIAL/DOWNTOWN,3663,1_merged_65268,64358,
b_3626,1415,1,DOWNTOWN,3669,1_merged_65268,64725,
b_3628,1415,0,FAIRHAVEN,3668,2_merged_65271,64730,
b_3591,1411,1,CORDATA/WCC,3661,2_merged_65271,64335,
b_3604,1407,0,CORDATA/WCC,3649,1_merged_65268,64001,
b_3600,1405,1,LINCOLN/DOWNTOWN,3646,3_merged_65270,63941,
a_3404,1354,0,CORDATA/WCC,3504,1_merged_65264,61699,
a_3424,1354,0,CORDATA/WCC,3505,1_merged_65264,61698,
a_3408,1344,0,FAIRHAVEN,3482,2_merged_65267,61349,
a_3408,1344,0,FAIRHAVEN,3482,2_merged_65267,61348,
a_3426,1354,0,CORDATA/WCC,3504,1_merged_65264,61691,
a_3524,1344,1,DOWNTOWN,3485,1_merged_65264,61342,
a_3404,1354,0,CORDATA/WCC,3504,1_merged_65264,61693,
a_3423,1354,0,CORDATA/WCC,3505,1_merged_65264,61692,
a_3425,1354,0,CORDATA/WCC,3504,1_merged_65264,61695,
a_3524,1344,1,DOWNTOWN,3485,1_merged_65264,61346,
a_3426,1354,0,CORDATA/WCC,3504,1_merged_65264,61697,
a_3423,1354,0,CORDATA/WCC,3505,1_merged_65264,61696,
b_3601,1407,0,CORDATA/WCC,3649,1_merged_65268,64000,
b_3600,1405,1,LINCOLN/DOWNTOWN,3646,3_merged_65270,63940,
a_3427,1354,0,CORDATA/WCC,3505,2_merged_65267,61749,
a_3431,1354,0,CORDATA/WCC,3505,2_merged_65267,61748,
a_3427,1354,0,CORDATA/WCC,3505,2_merged_65267,61747,
a_3435,1354,0,CORDATA/WCC,3505,2_merged_65267,61746,
a_3435,1354,0,CORDATA/WCC,3505,2_merged_65267,61745,
a_3435,1354,0,CORDATA/WCC,3505,2_merged_65267,61744,
a_3435,1354,0,CORDATA/WCC,3505,2_merged_65267,61743,
a_3430,1354,0,CORDATA/WCC,3504,2_merged_65267,61742,
a_3429,1354,0,CORDATA/WCC,3504,2_merged_65267,61741,
a_3428,1354,0,CORDATA/WCC,3504,2_merged_65267,61740,
b_3667,1423,1,SUNSET ONLY,3690,2_merged_65271,65080,
b_3668,1424,0,CORDATA/WCC,3691,1_merged_65268,65081,
b_3671,1424,0,CORDATA/WCC,3691,2_merged_65271,65095,
b_3668,1424,0,BIRCH BAY SQUARE,3692,1_merged_65268,65083,
b_3668,1424,0,BIRCH BAY SQUARE,3692,1_merged_65268,65084,
b_3670,1424,0,BIRCH BAY SQUARE,3693,1_merged_65268,65085,
b_3670,1424,0,BIRCH BAY SQUARE,3693,1_merged_65268,65086,
b_3670,1424,0,BIRCH BAY SQUARE,3693,1_merged_65268,65087,
b_3669,1424,1,BLAINE/BIRCH BAY,3694,1_merged_65268,65088,
b_3670,1424,1,BLAINE/BIRCH BAY,3696,1_merged_65268,65089,
b_3603,1413,1,DOWNTOWN,3665,1_merged_65268,64469,
b_3600,1405,1,LINCOLN/DOWNTOWN,3646,3_merged_65270,63945,
b_3590,1411,1,CORDATA/WCC,3661,2_merged_65271,64334,
b_3581,1396,0,SAMISH/WWU,3626,1_merged_65268,63490,
b_3684,1434,1,LINCOLN CREEK,3729,2301_merged_65269,65260,
b_3684,1434,1,LINCOLN CREEK,3729,2301_merged_65269,65261,
b_3589,1402,0,CORDATA/WCC,3637,2_merged_65271,63743,
b_3572,1392,1,DOWNTOWN,3617,2_merged_65271,63369,
b_3573,1396,0,SAMISH/WWU,3626,2_merged_65271,63513,
a_3414,1350,0,SHUTTLE,3497,2301_merged_65265,61527,
b_3638,1417,0,YEW ST PM,3672,2_merged_65271,64849,
b_3637,1417,0,YEW ST PM,3672,2_merged_65271,64848,
b_3580,1417,1,YEW ST PM,3673,1_merged_65268,64843,
b_3581,1417,1,YEW ST PM,3673,1_merged_65268,64842,
b_3580,1417,1,YEW ST PM,3673,1_merged_65268,64841,
b_3581,1417,1,YEW ST PM,3673,1_merged_65268,64840,
b_3636,1417,0,YEW ST PM,3672,2_merged_65271,64847,
b_3635,1417,0,YEW ST PM,3672,2_merged_65271,64846,
a_3414,1350,0,SHUTTLE,3497,2301_merged_65265,61529,
a_3414,1350,0,SHUTTLE,3497,2301_merged_65265,61528,
b_3612,1407,1,DOWNTOWN,3650,2_merged_65271,64119,
b_3611,1407,1,DOWNTOWN,3650,2_merged_65271,64118,
b_3611,1407,1,DOWNTOWN,3650,2_merged_65271,64115,
b_3611,1407,1,DOWNTOWN,3650,2_merged_65271,64114,
b_3611,1407,1,DOWNTOWN,3650,2_merged_65271,64117,
b_3611,1407,1,DOWNTOWN,3650,2_merged_65271,64116,
b_3609,1407,0,CORDATA/WCC,3649,2_merged_65271,64111,
b_3609,1407,0,CORDATA/WCC,3649,2_merged_65271,64110,
b_3609,1407,0,CORDATA/WCC,3649,2_merged_65271,64113,
b_3609,1407,0,CORDATA/WCC,3649,2_merged_65271,64112,
b_3653,1419,1,BAKERVIEW SPUR,3677,1_merged_65268,64876,
a_3451,1360,0,CORDATA/WCC,3517,3_merged_65266,62142,
b_3573,1392,0,FAIRHAVEN,3616,2_merged_65271,63363,
b_3651,1419,1,BAKERVIEW SPUR,3677,1_merged_65268,64877,
b_3614,1413,1,DOWNTOWN,3665,3_merged_65270,64569,
b_3652,1419,1,BAKERVIEW SPUR,3677,1_merged_65268,64874,
b_3624,1414,1,MAPLEWOOD/DOWNTOWN,3667,1_merged_65268,64591,
b_3624,1414,0,HOSPITAL/CORDATA,3666,1_merged_65268,64590,
b_3624,1414,1,MAPLEWOOD/DOWNTOWN,3667,1_merged_65268,64593,
b_3646,1419,1,BAKERVIEW SPUR,3677,1_merged_65268,64875,
b_3624,1414,1,MAPLEWOOD/DOWNTOWN,3667,1_merged_65268,64595,
b_3624,1414,1,MAPLEWOOD/DOWNTOWN,3667,1_merged_65268,64594,
b_3624,1414,1,MAPLEWOOD/DOWNTOWN,3667,1_merged_65268,64597,
b_3624,1414,1,MAPLEWOOD/DOWNTOWN,3667,1_merged_65268,64596,
b_3624,1414,1,MAPLEWOOD/DOWNTOWN,3667,1_merged_65268,64599,
b_3650,1419,0,DOWNTOWN,3676,1_merged_65268,64872,
b_3596,1408,1,CORDATA,3652,1_merged_65268,64211,
b_3651,1419,0,DOWNTOWN,3676,1_merged_65268,64873,
b_3624,1414,1,MAPLEWOOD/DOWNTOWN,3667,1_merged_65268,64601,
b_3624,1414,1,MAPLEWOOD/DOWNTOWN,3667,1_merged_65268,64600,
b_3624,1414,1,MAPLEWOOD/DOWNTOWN,3667,1_merged_65268,64603,
b_3624,1414,1,MAPLEWOOD/DOWNTOWN,3667,1_merged_65268,64602,
b_3625,1414,0,HOSPITAL/CORDATA,3666,2_merged_65271,64605,
b_3648,1419,0,DOWNTOWN,3676,1_merged_65268,64870,
b_3625,1414,0,HOSPITAL/CORDATA,3666,2_merged_65271,64607,
b_3625,1414,0,HOSPITAL/CORDATA,3666,2_merged_65271,64606,
b_3625,1414,0,HOSPITAL/CORDATA,3666,2_merged_65271,64609,
b_3625,1414,0,HOSPITAL/CORDATA,3666,2_merged_65271,64608,
b_3569,1405,1,LINCOLN/DOWNTOWN,3646,1_merged_65268,63905,
b_3649,1419,0,DOWNTOWN,3676,1_merged_65268,64871,
b_3569,1405,1,LINCOLN/DOWNTOWN,3646,1_merged_65268,63903,
b_3581,1405,1,LINCOLN/DOWNTOWN,3646,1_merged_65268,63902,
b_3569,1405,1,LINCOLN/DOWNTOWN,3646,1_merged_65268,63901,
b_3581,1405,1,LINCOLN/DOWNTOWN,3646,1_merged_65268,63900,
a_3449,1366,0,CORDATA/WCC,3533,2_merged_65267,62508,
a_3449,1366,0,CORDATA/WCC,3533,2_merged_65267,62509,
a_3520,1376,1,DOWNTOWN,3559,1_merged_65264,63053,
a_3520,1376,1,DOWNTOWN,3559,1_merged_65264,63052,
a_3520,1376,1,DOWNTOWN,3559,1_merged_65264,63055,
a_3520,1376,1,DOWNTOWN,3559,1_merged_65264,63054,
a_3520,1376,1,DOWNTOWN,3559,1_merged_65264,63057,
a_3520,1376,1,DOWNTOWN,3559,1_merged_65264,63056,
a_3449,1366,0,CORDATA/WCC,3533,2_merged_65267,62500,
a_3520,1376,1,DOWNTOWN,3559,1_merged_65264,63058,
a_3449,1366,0,CORDATA/WCC,3533,2_merged_65267,62502,
a_3448,1366,0,CORDATA/WCC,3533,2_merged_65267,62503,
a_3449,1366,0,CORDATA/WCC,3533,2_merged_65267,62504,
a_3448,1366,0,CORDATA/WCC,3533,2_merged_65267,62505,
a_3449,1366,0,CORDATA/WCC,3533,2_merged_65267,62506,
a_3449,1366,0,CORDATA/WCC,3533,2_merged_65267,62507,
b_3584,1402,0,CORDATA/WCC,3638,1_merged_65268,63697,
b_3587,1402,0,CORDATA/WCC,3637,1_merged_65268,63696,
b_3568,1402,0,CORDATA/WCC,3638,1_merged_65268,63695,
b_3585,1402,0,CORDATA/WCC,3637,1_merged_65268,63694,
b_3586,1402,0,CORDATA/WCC,3638,1_merged_65268,63693,
b_3587,1402,0,CORDATA/WCC,3637,1_merged_65268,63692,
b_3584,1402,0,CORDATA/WCC,3638,1_merged_65268,63691,
b_3585,1402,0,CORDATA/WCC,3637,1_merged_65268,63690,
b_3601,1407,0,CORDATA/WCC,3649,1_merged_65268,64021,
b_3605,1407,0,CORDATA/WCC,3649,1_merged_65268,64020,
b_3602,1407,0,CORDATA/WCC,3649,1_merged_65268,64023,
b_3604,1407,0,CORDATA/WCC,3649,1_merged_65268,64022,
b_3605,1407,0,CORDATA/WCC,3649,1_merged_65268,64025,
b_3603,1407,0,CORDATA/WCC,3649,1_merged_65268,64024,
b_3586,1402,0,CORDATA/WCC,3638,1_merged_65268,63699,
b_3585,1402,0,CORDATA/WCC,3637,1_merged_65268,63698,
a_3524,1355,1,DOWNTOWN,3509,1_merged_65264,61835,
a_3521,1355,1,DOWNTOWN,3509,1_merged_65264,61834,
a_3523,1355,1,DOWNTOWN,3509,1_merged_65264,61837,
a_3522,1355,1,DOWNTOWN,3509,1_merged_65264,61836,
a_3524,1355,1,DOWNTOWN,3509,1_merged_65264,61831,
a_3521,1355,1,DOWNTOWN,3509,1_merged_65264,61830,
a_3523,1355,1,DOWNTOWN,3509,1_merged_65264,61833,
a_3522,1355,1,DOWNTOWN,3509,1_merged_65264,61832,
b_3573,1392,1,DOWNTOWN,3618,2_merged_65271,63381,
b_3589,1399,1,DOWNTOWN,3632,2_merged_65271,63636,
a_3524,1355,1,DOWNTOWN,3509,1_merged_65264,61839,
a_3521,1355,1,DOWNTOWN,3509,1_merged_65264,61838,
b_3573,1392,1,DOWNTOWN,3618,2_merged_65271,63380,
b_3663,1421,1,DOWNTOWN,3681,1_merged_65268,64933,
b_3663,1421,1,DOWNTOWN,3681,1_merged_65268,64932,
b_3663,1421,1,DOWNTOWN,3681,1_merged_65268,64931,
b_3663,1421,1,DOWNTOWN,3681,1_merged_65268,64930,
b_3663,1421,1,LAKEWAY ONLY,3682,1_merged_65268,64937,
b_3663,1421,1,DOWNTOWN,3681,1_merged_65268,64936,
b_3663,1421,1,DOWNTOWN,3681,1_merged_65268,64935,
b_3663,1421,1,DOWNTOWN,3681,1_merged_65268,64934,
b_3597,1421,0,SUDDEN VALLEY,3680,2_merged_65271,64939,
b_3597,1421,0,SUDDEN VALLEY,3680,2_merged_65271,64938,
a_3526,1366,1,DOWNTOWN,3534,1_merged_65264,62474,
a_3540,1366,1,DOWNTOWN,3534,1_merged_65264,62475,
a_3525,1366,1,DOWNTOWN,3534,1_merged_65264,62476,
a_3539,1366,1,DOWNTOWN,3534,1_merged_65264,62477,
a_3526,1366,1,DOWNTOWN,3534,1_merged_65264,62470,
a_3540,1366,1,DOWNTOWN,3534,1_merged_65264,62471,
a_3525,1366,1,DOWNTOWN,3534,1_merged_65264,62472,
a_3539,1366,1,DOWNTOWN,3534,1_merged_65264,62473,
a_3526,1366,1,DOWNTOWN,3534,1_merged_65264,62478,
a_3492,1380,0,KENDALL,3580,2_merged_65267,63141,
b_3573,1395,0,WWU,3624,2_merged_65271,63473,
b_3573,1395,0,WWU,3624,2_merged_65271,63472,
b_3590,1411,1,CORDATA/WCC,3661,2_merged_65271,64337,
a_3489,1380,1,BELLINGHAM,3582,1_merged_65264,63140,
b_3591,1411,0,FERNDALE,3660,2_merged_65271,64331,
b_3573,1395,1,SAMISH/DOWNTOWN,3625,2_merged_65271,63476,
b_3573,1395,1,SAMISH/DOWNTOWN,3625,2_merged_65271,63475,
b_3573,1395,1,SAMISH/DOWNTOWN,3625,2_merged_65271,63474,
